City,date,PM2.5,PM10,NO2,SO2
Margao,2015-02-10,32.0,87.0,10.0,4.0
Margao,2015-02-12,31.0,93.0,10.0,5.0
Margao,2015-02-17,31.0,82.0,11.0,5.0
Margao,2015-02-19,29.0,84.0,9.0,4.0
Margao,2015-02-24,23.0,70.0,7.0,3.0
Margao,2015-02-26,19.0,71.0,9.0,4.0
Margao,2015-03-04,27.0,69.0,9.0,5.0
Margao,2015-03-07,26.0,75.0,10.0,5.0
Margao,2015-03-10,20.0,53.0,9.0,4.0
Margao,2015-03-12,24.0,76.0,12.0,4.0
Margao,2015-03-17,21.0,69.0,9.0,4.0
Margao,2015-03-19,14.0,47.0,9.0,4.0
Margao,2015-03-26,20.0,65.0,11.0,4.0
Margao,2015-03-28,23.0,66.0,8.0,5.0
Margao,2015-04-01,23.0,76.0,9.0,4.0
Margao,2015-04-03,27.0,72.0,9.0,4.0
Margao,2015-04-07,26.0,76.0,10.0,5.0
Margao,2015-04-09,20.0,75.0,8.0,5.0
Margao,2015-04-14,21.0,76.0,9.0,4.0
Margao,2015-04-16,18.0,60.0,9.0,4.0
Margao,2015-04-21,11.0,41.0,9.0,4.0
Margao,2015-04-23,16.0,54.0,10.0,4.0
Margao,2015-04-30,14.0,47.0,9.0,3.0
Margao,2015-05-02,16.0,52.0,9.0,4.0
Margao,2015-05-05,16.0,54.0,9.0,4.0
Margao,2015-05-07,22.0,67.0,9.0,4.0
Margao,2015-05-12,15.0,66.0,10.0,4.0
Margao,2015-05-14,13.0,49.0,9.0,5.0
Margao,2015-05-19,25.0,74.0,10.0,5.0
Margao,2015-05-21,16.0,70.0,9.0,4.0
Margao,2015-05-26,13.0,58.0,9.0,4.0
Margao,2015-05-28,18.0,58.0,9.0,4.0
Margao,2015-06-02,16.0,51.0,9.0,5.0
Margao,2015-06-04,19.0,56.0,9.0,4.0
Margao,2015-06-09,23.0,61.0,9.0,4.0
Margao,2015-06-11,11.0,51.0,8.0,3.0
Margao,2015-06-16,9.0,36.0,8.0,4.0
Margao,2015-06-18,14.0,39.0,8.0,4.0
Margao,2015-06-23,18.0,73.0,8.0,4.0
Margao,2015-06-25,13.0,48.0,10.0,4.0
Margao,2015-07-01,18.0,51.0,8.0,4.0
